country,year,percentage,average across the years,median
Trinidad and Tobago,2006,39.2,38.4,40.0
Trinidad and Tobago,2005,39.2,38.4,40.0
Trinidad and Tobago,2004,39.1,38.4,40.0
Trinidad and Tobago,2003,40.8,38.4,40.0
Trinidad and Tobago,2002,40.3,38.4,40.0
Trinidad and Tobago,2001,39.9,38.4,40.0
Trinidad and Tobago,2000,39.5,38.4,40.0
Trinidad and Tobago,1999,39.8,38.4,40.0
Trinidad and Tobago,1998,39.7,38.4,40.0
Trinidad and Tobago,1997,39.8,38.4,40.0
Trinidad and Tobago,1996,40.0,38.4,40.0
Trinidad and Tobago,1995,38.7,38.4,40.0
Trinidad and Tobago,1994,38.4,38.4,40.0
Trinidad and Tobago,1993,38.4,38.4,40.0
Trinidad and Tobago,1992,38.4,38.4,40.0
Trinidad and Tobago,1991,38.5,38.4,40.0
Trinidad and Tobago,1990,36.9,38.4,40.0
Trinidad and Tobago,1989,36.2,38.4,40.0
Trinidad and Tobago,1988,36.3,38.4,40.0
Trinidad and Tobago,1987,35.7,38.4,40.0
Trinidad and Tobago,1986,35.5,38.4,40.0
Trinidad and Tobago,1985,34.8,38.4,40.0
Tunisia,2006,28.1,23.8,23.8
Tunisia,2005,27.7,23.8,23.8
Tunisia,2004,27.2,23.8,23.8
Tunisia,2003,26.7,23.8,23.8
Tunisia,2002,26.3,23.8,23.8
Tunisia,2001,25.9,23.8,23.8
Tunisia,2000,25.5,23.8,23.8
Tunisia,1999,25.1,23.8,23.8
Tunisia,1998,24.7,23.8,23.8
Tunisia,1997,24.3,23.8,23.8
Tunisia,1996,23.8,23.8,23.8
Tunisia,1995,23.4,23.8,23.8
Tunisia,1994,23.1,23.8,23.8
Tunisia,1993,22.7,23.8,23.8
Tunisia,1992,22.3,23.8,23.8
Tunisia,1991,22.0,23.8,23.8
Tunisia,1990,21.6,23.8,23.8
Tunisia,1989,21.3,23.8,23.8
Tunisia,1988,21.0,23.8,23.8
Tunisia,1987,20.7,23.8,23.8
Tunisia,1986,20.5,23.8,23.8
Tunisia,1985,20.1,23.8,23.8
Turkey,2006,26.5,28.1,27.9
Turkey,2005,26.5,28.1,27.9
Turkey,2004,26.4,28.1,27.9
Turkey,2003,27.2,28.1,27.9
Turkey,2002,27.8,28.1,27.9
Turkey,2001,26.9,28.1,27.9
Turkey,2000,26.2,28.1,27.9
Turkey,1999,28.0,28.1,27.9
Turkey,1998,27.3,28.1,27.9
Turkey,1997,26.9,28.1,27.9
Turkey,1996,27.9,28.1,27.9
Turkey,1995,28.1,28.1,27.9
Turkey,1994,28.1,28.1,27.9
Turkey,1993,25.2,28.1,27.9
Turkey,1992,28.7,28.1,27.9
Turkey,1991,29.5,28.1,27.9
Turkey,1990,29.4,28.1,27.9
Turkey,1989,30.3,28.1,27.9
Turkey,1988,29.1,28.1,27.9
Turkey,1987,29.8,28.1,27.9
Turkey,1986,30.6,28.1,27.9
Turkey,1985,31.3,28.1,27.9
Turkmenistan,2006,46.7,46.3,45.5
Turkmenistan,2005,46.7,46.3,45.5
Turkmenistan,2004,46.6,46.3,45.5
Turkmenistan,2003,46.8,46.3,45.5
Turkmenistan,2002,46.6,46.3,45.5
Turkmenistan,2001,46.3,46.3,45.5
Turkmenistan,2000,46.1,46.3,45.5
Turkmenistan,1999,45.7,46.3,45.5
Turkmenistan,1998,45.4,46.3,45.5
Turkmenistan,1997,45.3,46.3,45.5
Turkmenistan,1996,45.5,46.3,45.5
Turkmenistan,1995,45.6,46.3,45.5
Turkmenistan,1994,45.7,46.3,45.5
Turkmenistan,1993,45.9,46.3,45.5
Turkmenistan,1992,46.6,46.3,45.5
Turkmenistan,1991,46.2,46.3,45.5
Turkmenistan,1990,46.9,46.3,45.5
Turkmenistan,1989,47.0,46.3,45.5
Turkmenistan,1988,47.0,46.3,45.5
Turkmenistan,1987,46.9,46.3,45.5
Turkmenistan,1986,46.9,46.3,45.5
Turkmenistan,1985,47.0,46.3,45.5
Uganda,2006,48.5,47.7,47.9
Uganda,2005,48.4,47.7,47.9
Uganda,2004,48.3,47.7,47.9
Uganda,2003,48.1,47.7,47.9
Uganda,2002,48.1,47.7,47.9
Uganda,2001,48.1,47.7,47.9
Uganda,2000,48.1,47.7,47.9
Uganda,1999,48.0,47.7,47.9
Uganda,1998,48.0,47.7,47.9
Uganda,1997,47.9,47.7,47.9
Uganda,1996,47.9,47.7,47.9
Uganda,1995,47.8,47.7,47.9
Uganda,1994,47.6,47.7,47.9
Uganda,1993,47.5,47.7,47.9
Uganda,1992,47.4,47.7,47.9
Uganda,1991,47.3,47.7,47.9
Uganda,1990,47.3,47.7,47.9
Uganda,1989,47.2,47.7,47.9
Uganda,1988,47.2,47.7,47.9
Uganda,1987,47.1,47.7,47.9
Uganda,1986,47.1,47.7,47.9
Uganda,1985,47.1,47.7,47.9
Ukraine,2006,48.4,49.4,50.4
Ukraine,2005,48.5,49.4,50.4
Ukraine,2004,48.7,49.4,50.4
Ukraine,2003,49.5,49.4,50.4
Ukraine,2002,49.5,49.4,50.4
Ukraine,2001,49.2,49.4,50.4
Ukraine,2000,48.8,49.4,50.4
Ukraine,1999,48.8,49.4,50.4
Ukraine,1998,51.3,49.4,50.4
Ukraine,1997,50.8,49.4,50.4
Ukraine,1996,50.4,49.4,50.4
Ukraine,1995,49.9,49.4,50.4
Ukraine,1994,49.6,49.4,50.4
Ukraine,1993,49.5,49.4,50.4
Ukraine,1992,49.3,49.4,50.4
Ukraine,1991,49.3,49.4,50.4
Ukraine,1990,49.3,49.4,50.4
Ukraine,1989,49.3,49.4,50.4
Ukraine,1988,49.3,49.4,50.4
Ukraine,1987,49.2,49.4,50.4
Ukraine,1986,49.2,49.4,50.4
Ukraine,1985,49.3,49.4,50.4
United Arab Emirates,2006,14.6,11.4,11.6
United Arab Emirates,2005,14.2,11.4,11.6
United Arab Emirates,2004,13.8,11.4,11.6
United Arab Emirates,2003,13.1,11.4,11.6
United Arab Emirates,2002,12.8,11.4,11.6
United Arab Emirates,2001,12.6,11.4,11.6
United Arab Emirates,2000,12.3,11.4,11.6
United Arab Emirates,1999,12.2,11.4,11.6
United Arab Emirates,1998,12.0,11.4,11.6
United Arab Emirates,1997,11.5,11.4,11.6
United Arab Emirates,1996,11.6,11.4,11.6
United Arab Emirates,1995,11.8,11.4,11.6
United Arab Emirates,1994,11.4,11.4,11.6
United Arab Emirates,1993,11.0,11.4,11.6
United Arab Emirates,1992,10.6,11.4,11.6
United Arab Emirates,1991,10.2,11.4,11.6
United Arab Emirates,1990,9.9,11.4,11.6
United Arab Emirates,1989,9.6,11.4,11.6
United Arab Emirates,1988,9.4,11.4,11.6
United Arab Emirates,1987,9.2,11.4,11.6
United Arab Emirates,1986,8.8,11.4,11.6
United Arab Emirates,1985,8.5,11.4,11.6
United Kingdom,2006,46.0,44.3,44.6
United Kingdom,2005,45.9,44.3,44.6
United Kingdom,2004,45.7,44.3,44.6
United Kingdom,2003,45.4,44.3,44.6
United Kingdom,2002,45.6,44.3,44.6
United Kingdom,2001,45.4,44.3,44.6
United Kingdom,2000,45.2,44.3,44.6
United Kingdom,1999,45.1,44.3,44.6
United Kingdom,1998,45.0,44.3,44.6
United Kingdom,1997,44.9,44.3,44.6
United Kingdom,1996,44.6,44.3,44.6
United Kingdom,1995,44.3,44.3,44.6
United Kingdom,1994,44.2,44.3,44.6
United Kingdom,1993,44.1,44.3,44.6
United Kingdom,1992,43.7,44.3,44.6
United Kingdom,1991,43.4,44.3,44.6
United Kingdom,1990,43.3,44.3,44.6
United Kingdom,1989,43.1,44.3,44.6
United Kingdom,1988,42.6,44.3,44.6
United Kingdom,1987,42.4,44.3,44.6
United Kingdom,1986,42.1,44.3,44.6
United Kingdom,1985,41.5,44.3,44.6
United States of America,2006,46.3,45.1,45.5
United States of America,2005,46.3,45.1,45.5
United States of America,2004,46.2,45.1,45.5
United States of America,2003,46.0,45.1,45.5
United States of America,2002,45.9,45.1,45.5
United States of America,2001,45.9,45.1,45.5
United States of America,2000,45.8,45.1,45.5
United States of America,1999,45.8,45.1,45.5
United States of America,1998,45.7,45.1,45.5
United States of America,1997,45.7,45.1,45.5
United States of America,1996,45.5,45.1,45.5
United States of America,1995,45.4,45.1,45.5
United States of America,1994,45.3,45.1,45.5
United States of America,1993,44.8,45.1,45.5
United States of America,1992,44.7,45.1,45.5
United States of America,1991,44.5,45.1,45.5
United States of America,1990,44.4,45.1,45.5
United States of America,1989,44.3,45.1,45.5
United States of America,1988,44.0,45.1,45.5
United States of America,1987,43.8,45.1,45.5
United States of America,1986,43.4,45.1,45.5
United States of America,1985,43.1,45.1,45.5
United States Virgin Islands,2006,46.2,45.4,44.2
United States Virgin Islands,2005,46.2,45.4,44.2
United States Virgin Islands,2004,46.2,45.4,44.2
United States Virgin Islands,2003,46.2,45.4,44.2
United States Virgin Islands,2002,46.2,45.4,44.2
United States Virgin Islands,2001,46.2,45.4,44.2
United States Virgin Islands,2000,46.2,45.4,44.2
United States Virgin Islands,1999,46.2,45.4,44.2
United States Virgin Islands,1998,46.2,45.4,44.2
United States Virgin Islands,1997,46.2,45.4,44.2
United States Virgin Islands,1996,44.2,45.4,44.2
United States Virgin Islands,1995,45.1,45.4,44.2
United States Virgin Islands,1994,45.1,45.4,44.2
United States Virgin Islands,1993,46.0,45.4,44.2
United States Virgin Islands,1992,44.0,45.4,44.2
United States Virgin Islands,1991,44.9,45.4,44.2
United States Virgin Islands,1990,45.8,45.4,44.2
United States Virgin Islands,1989,43.8,45.4,44.2
United States Virgin Islands,1988,44.7,45.4,44.2
United States Virgin Islands,1987,45.7,45.4,44.2
United States Virgin Islands,1986,43.5,45.4,44.2
United States Virgin Islands,1985,44.4,45.4,44.2
Uruguay,2006,44.7,41.2,41.7
Uruguay,2005,44.4,41.2,41.7
Uruguay,2004,44.1,41.2,41.7
Uruguay,2003,43.8,41.2,41.7
Uruguay,2002,43.8,41.2,41.7
Uruguay,2001,43.1,41.2,41.7
Uruguay,2000,42.8,41.2,41.7
Uruguay,1999,42.3,41.2,41.7
Uruguay,1998,41.9,41.2,41.7
Uruguay,1997,41.7,41.2,41.7
Uruguay,1996,41.7,41.2,41.7
Uruguay,1995,41.6,41.2,41.7
Uruguay,1994,41.2,41.2,41.7
Uruguay,1993,40.8,41.2,41.7
Uruguay,1992,40.1,41.2,41.7
Uruguay,1991,40.1,41.2,41.7
Uruguay,1990,39.9,41.2,41.7
Uruguay,1989,39.2,41.2,41.7
Uruguay,1988,38.4,41.2,41.7
Uruguay,1987,37.5,41.2,41.7
Uruguay,1986,36.8,41.2,41.7
Uruguay,1985,35.8,41.2,41.7
Uzbekistan,2006,44.8,44.5,43.9
Uzbekistan,2005,44.6,44.5,43.9
Uzbekistan,2004,44.6,44.5,43.9
Uzbekistan,2003,44.5,44.5,43.9
Uzbekistan,2002,44.4,44.5,43.9
Uzbekistan,2001,44.4,44.5,43.9
Uzbekistan,2000,44.3,44.5,43.9
Uzbekistan,1999,44.2,44.5,43.9
Uzbekistan,1998,44.1,44.5,43.9
Uzbekistan,1997,44.0,44.5,43.9
Uzbekistan,1996,43.9,44.5,43.9
Uzbekistan,1995,43.9,44.5,43.9
Uzbekistan,1994,43.9,44.5,43.9
Uzbekistan,1993,44.0,44.5,43.9
Uzbekistan,1992,44.1,44.5,43.9
Uzbekistan,1991,44.3,44.5,43.9
Uzbekistan,1990,45.5,44.5,43.9
Uzbekistan,1989,45.4,44.5,43.9
Uzbekistan,1988,45.4,44.5,43.9
Uzbekistan,1987,45.2,44.5,43.9
Uzbekistan,1986,45.2,44.5,43.9
Uzbekistan,1985,45.2,44.5,43.9
Vanuatu,2006,46.9,46.3,45.8
Vanuatu,2005,46.8,46.3,45.8
Vanuatu,2004,46.7,46.3,45.8
Vanuatu,2003,46.5,46.3,45.8
Vanuatu,2002,46.9,46.3,45.8
Vanuatu,2001,46.3,46.3,45.8
Vanuatu,2000,46.2,46.3,45.8
Vanuatu,1999,46.1,46.3,45.8
Vanuatu,1998,46.0,46.3,45.8
Vanuatu,1997,45.9,46.3,45.8
Vanuatu,1996,45.8,46.3,45.8
Vanuatu,1995,46.9,46.3,45.8
Vanuatu,1994,46.2,46.3,45.8
Vanuatu,1993,46.8,46.3,45.8
Vanuatu,1992,45.9,46.3,45.8
Vanuatu,1991,45.8,46.3,45.8
Vanuatu,1990,46.5,46.3,45.8
Vanuatu,1989,47.1,46.3,45.8
Vanuatu,1988,47.0,46.3,45.8
Vanuatu,1987,45.3,46.3,45.8
Vanuatu,1986,46.0,46.3,45.8
Vanuatu,1985,45.9,46.3,45.8
Venezuela,2006,41.5,34.6,34.2
Venezuela,2005,40.9,34.6,34.2
Venezuela,2004,40.3,34.6,34.2
Venezuela,2003,39.3,34.6,34.2
Venezuela,2002,38.3,34.6,34.2
Venezuela,2001,37.5,34.6,34.2
Venezuela,2000,36.8,34.6,34.2
Venezuela,1999,36.2,34.6,34.2
Venezuela,1998,35.6,34.6,34.2
Venezuela,1997,34.9,34.6,34.2
Venezuela,1996,34.2,34.6,34.2
Venezuela,1995,33.6,34.6,34.2
Venezuela,1994,31.9,34.6,34.2
Venezuela,1993,31.3,34.6,34.2
Venezuela,1992,31.8,34.6,34.2
Venezuela,1991,32.2,34.6,34.2
Venezuela,1990,31.8,34.6,34.2
Venezuela,1989,31.4,34.6,34.2
Venezuela,1988,31.0,34.6,34.2
Venezuela,1987,30.7,34.6,34.2
Venezuela,1986,30.3,34.6,34.2
Venezuela,1985,29.9,34.6,34.2
Vietnam,2006,48.4,48.4,48.5
Vietnam,2005,48.5,48.4,48.5
Vietnam,2004,48.5,48.4,48.5
Vietnam,2003,48.5,48.4,48.5
Vietnam,2002,48.5,48.4,48.5
Vietnam,2001,48.5,48.4,48.5
Vietnam,2000,48.5,48.4,48.5
Vietnam,1999,48.5,48.4,48.5
Vietnam,1998,48.5,48.4,48.5
Vietnam,1997,48.5,48.4,48.5
Vietnam,1996,48.5,48.4,48.5
Vietnam,1995,48.4,48.4,48.5
Vietnam,1994,48.4,48.4,48.5
Vietnam,1993,48.4,48.4,48.5
Vietnam,1992,48.4,48.4,48.5
Vietnam,1991,48.4,48.4,48.5
Vietnam,1990,48.4,48.4,48.5
Vietnam,1989,48.3,48.4,48.5
Vietnam,1988,48.3,48.4,48.5
Vietnam,1987,48.2,48.4,48.5
Vietnam,1986,48.2,48.4,48.5
Vietnam,1985,48.2,48.4,48.5
Yemen,2006,28.2,27.7,26.9
Yemen,2005,28.0,27.7,26.9
Yemen,2004,27.8,27.7,26.9
Yemen,2003,27.8,27.7,26.9
Yemen,2002,27.5,27.7,26.9
Yemen,2001,27.3,27.7,26.9
Yemen,2000,27.1,27.7,26.9
Yemen,1999,27.3,27.7,26.9
Yemen,1998,27.3,27.7,26.9
Yemen,1997,26.9,27.7,26.9
Yemen,1996,26.9,27.7,26.9
Yemen,1995,26.8,27.7,26.9
Yemen,1994,27.2,27.7,26.9
Yemen,1993,27.4,27.7,26.9
Yemen,1992,27.5,27.7,26.9
Yemen,1991,28.2,27.7,26.9
Yemen,1990,27.5,27.7,26.9
Yemen,1989,28.3,27.7,26.9
Yemen,1988,28.4,27.7,26.9
Yemen,1987,28.5,27.7,26.9
Yemen,1986,28.8,27.7,26.9
Yemen,1985,28.4,27.7,26.9
Zambia,2006,42.6,43.1,43.2
Zambia,2005,42.7,43.1,43.2
Zambia,2004,42.8,43.1,43.2
Zambia,2003,42.8,43.1,43.2
Zambia,2002,42.9,43.1,43.2
Zambia,2001,43.0,43.1,43.2
Zambia,2000,43.1,43.1,43.2
Zambia,1999,43.1,43.1,43.2
Zambia,1998,43.1,43.1,43.2
Zambia,1997,43.2,43.1,43.2
Zambia,1996,43.2,43.1,43.2
Zambia,1995,43.2,43.1,43.2
Zambia,1994,43.2,43.1,43.2
Zambia,1993,43.3,43.1,43.2
Zambia,1992,43.2,43.1,43.2
Zambia,1991,43.2,43.1,43.2
Zambia,1990,43.1,43.1,43.2
Zambia,1989,43.2,43.1,43.2
Zambia,1988,43.3,43.1,43.2
Zambia,1987,43.4,43.1,43.2
Zambia,1986,43.5,43.1,43.2
Zambia,1985,43.4,43.1,43.2
Zimbabwe,2006,43.7,45.9,46.1
Zimbabwe,2005,43.9,45.9,46.1
Zimbabwe,2004,44.2,45.9,46.1
Zimbabwe,2003,43.8,45.9,46.1
Zimbabwe,2002,44.1,45.9,46.1
Zimbabwe,2001,44.4,45.9,46.1
Zimbabwe,2000,44.9,45.9,46.1
Zimbabwe,1999,45.3,45.9,46.1
Zimbabwe,1998,45.7,45.9,46.1
Zimbabwe,1997,46.0,45.9,46.1
Zimbabwe,1996,46.1,45.9,46.1
Zimbabwe,1995,46.1,45.9,46.1
Zimbabwe,1994,46.3,45.9,46.1
Zimbabwe,1993,46.3,45.9,46.1
Zimbabwe,1992,46.5,45.9,46.1
Zimbabwe,1991,46.8,45.9,46.1
Zimbabwe,1990,47.0,45.9,46.1
Zimbabwe,1989,47.2,45.9,46.1
Zimbabwe,1988,47.5,45.9,46.1
Zimbabwe,1987,47.9,45.9,46.1
Zimbabwe,1986,48.1,45.9,46.1
Zimbabwe,1985,48.3,45.9,46.1
