country,year,percentage,average across the years,median
Georgia,2005,43.4,48.9,49.6
Georgia,2004,43.9,48.9,49.6
Georgia,2003,47.0,48.9,49.6
Georgia,2002,46.6,48.9,49.6
Georgia,2001,47.0,48.9,49.6
Georgia,2000,46.2,48.9,49.6
Georgia,1999,47.1,48.9,49.6
Georgia,1998,48.1,48.9,49.6
Georgia,1997,48.9,48.9,49.6
Georgia,1996,49.6,48.9,49.6
Georgia,1995,50.3,48.9,49.6
Georgia,1994,50.8,48.9,49.6
Georgia,1993,51.3,48.9,49.6
Georgia,1992,51.7,48.9,49.6
Georgia,1991,52.1,48.9,49.6
Georgia,1990,52.3,48.9,49.6
Georgia,1989,52.1,48.9,49.6
Georgia,1988,51.8,48.9,49.6
Georgia,1987,51.5,48.9,49.6
Georgia,1986,51.2,48.9,49.6
Georgia,1985,50.9,48.9,49.6
Germany,2006,45.5,42.5,42.6
Germany,2005,45.2,42.5,42.6
Germany,2004,44.9,42.5,42.6
Germany,2003,44.5,42.5,42.6
Germany,2002,44.2,42.5,42.6
Germany,2001,43.9,42.5,42.6
Germany,2000,43.7,42.5,42.6
Germany,1999,43.5,42.5,42.6
Germany,1998,43.0,42.5,42.6
Germany,1997,42.9,42.5,42.6
Germany,1996,42.6,42.5,42.6
Germany,1995,42.5,42.5,42.6
Germany,1994,42.3,42.5,42.6
Germany,1993,42.2,42.5,42.6
Germany,1992,42.1,42.5,42.6
Germany,1991,42.1,42.5,42.6
Germany,1990,40.5,42.5,42.6
Germany,1989,40.1,42.5,42.6
Germany,1988,40.0,42.5,42.6
Germany,1987,39.7,42.5,42.6
Germany,1986,39.3,42.5,42.6
Germany,1985,39.2,42.5,42.6
Ghana,2006,47.9,48.5,48.6
Ghana,2005,48.0,48.5,48.6
Ghana,2004,48.0,48.5,48.6
Ghana,2003,48.1,48.5,48.6
Ghana,2002,48.2,48.5,48.6
Ghana,2001,48.3,48.5,48.6
Ghana,2000,48.5,48.5,48.6
Ghana,1999,48.5,48.5,48.6
Ghana,1998,48.7,48.5,48.6
Ghana,1997,48.7,48.5,48.6
Ghana,1996,48.6,48.5,48.6
Ghana,1995,48.7,48.5,48.6
Ghana,1994,48.7,48.5,48.6
Ghana,1993,48.8,48.5,48.6
Ghana,1992,48.8,48.5,48.6
Ghana,1991,48.8,48.5,48.6
Ghana,1990,48.8,48.5,48.6
Ghana,1989,48.8,48.5,48.6
Ghana,1988,48.7,48.5,48.6
Ghana,1987,48.7,48.5,48.6
Ghana,1986,48.7,48.5,48.6
Ghana,1985,48.6,48.5,48.6
Greece,2006,41.2,37.5,37.4
Greece,2005,40.8,37.5,37.4
Greece,2004,40.4,37.5,37.4
Greece,2003,39.6,37.5,37.4
Greece,2002,39.4,37.5,37.4
Greece,2001,39.0,37.5,37.4
Greece,2000,39.2,37.5,37.4
Greece,1999,39.2,37.5,37.4
Greece,1998,38.6,37.5,37.4
Greece,1997,37.7,37.5,37.4
Greece,1996,37.4,37.5,37.4
Greece,1995,36.6,37.5,37.4
Greece,1994,36.2,37.5,37.4
Greece,1993,36.1,37.5,37.4
Greece,1992,35.8,37.5,37.4
Greece,1991,35.0,37.5,37.4
Greece,1990,36.1,37.5,37.4
Greece,1989,36.0,37.5,37.4
Greece,1988,35.7,37.5,37.4
Greece,1987,35.0,37.5,37.4
Greece,1986,34.7,37.5,37.4
Greece,1985,34.5,37.5,37.4
Guadeloupe,2006,49.3,47.0,47.2
Guadeloupe,2005,48.8,47.0,47.2
Guadeloupe,2004,48.8,47.0,47.2
Guadeloupe,2003,48.1,47.0,47.2
Guadeloupe,2002,48.6,47.0,47.2
Guadeloupe,2001,48.5,47.0,47.2
Guadeloupe,2000,48.5,47.0,47.2
Guadeloupe,1999,48.3,47.0,47.2
Guadeloupe,1998,47.8,47.0,47.2
Guadeloupe,1997,47.2,47.0,47.2
Guadeloupe,1996,47.2,47.0,47.2
Guadeloupe,1995,46.7,47.0,47.2
Guadeloupe,1994,46.4,47.0,47.2
Guadeloupe,1993,46.3,47.0,47.2
Guadeloupe,1992,46.5,47.0,47.2
Guadeloupe,1991,46.2,47.0,47.2
Guadeloupe,1990,46.1,47.0,47.2
Guadeloupe,1989,45.7,47.0,47.2
Guadeloupe,1988,45.6,47.0,47.2
Guadeloupe,1987,45.4,47.0,47.2
Guadeloupe,1986,44.6,47.0,47.2
Guadeloupe,1985,44.4,47.0,47.2
Guam,2006,38.8,37.2,38.2
Guam,2005,38.5,37.2,38.2
Guam,2004,39.0,37.2,38.2
Guam,2003,38.7,37.2,38.2
Guam,2002,39.2,37.2,38.2
Guam,2001,38.4,37.2,38.2
Guam,2000,38.9,37.2,38.2
Guam,1999,38.0,37.2,38.2
Guam,1998,38.6,37.2,38.2
Guam,1997,37.7,37.2,38.2
Guam,1996,38.2,37.2,38.2
Guam,1995,36.8,37.2,38.2
Guam,1994,35.8,37.2,38.2
Guam,1993,36.4,37.2,38.2
Guam,1992,35.4,37.2,38.2
Guam,1991,35.9,37.2,38.2
Guam,1990,34.9,37.2,38.2
Guam,1989,36.1,37.2,38.2
Guam,1988,35.0,37.2,38.2
Guam,1987,36.2,37.2,38.2
Guam,1986,35.7,37.2,38.2
Guam,1985,36.5,37.2,38.2
Guatemala,2006,31.3,27.8,29.2
Guatemala,2005,31.2,27.8,29.2
Guatemala,2004,31.0,27.8,29.2
Guatemala,2003,30.5,27.8,29.2
Guatemala,2002,30.5,27.8,29.2
Guatemala,2001,30.3,27.8,29.2
Guatemala,2000,30.2,27.8,29.2
Guatemala,1999,30.0,27.8,29.2
Guatemala,1998,29.8,27.8,29.2
Guatemala,1997,29.5,27.8,29.2
Guatemala,1996,29.2,27.8,29.2
Guatemala,1995,28.9,27.8,29.2
Guatemala,1994,28.6,27.8,29.2
Guatemala,1993,27.6,27.8,29.2
Guatemala,1992,26.5,27.8,29.2
Guatemala,1991,25.6,27.8,29.2
Guatemala,1990,24.7,27.8,29.2
Guatemala,1989,23.9,27.8,29.2
Guatemala,1988,23.5,27.8,29.2
Guatemala,1987,23.2,27.8,29.2
Guatemala,1986,23.2,27.8,29.2
Guatemala,1985,23.3,27.8,29.2
Guinea,2006,47.6,47.3,47.3
Guinea,2005,47.6,47.3,47.3
Guinea,2004,47.5,47.3,47.3
Guinea,2003,47.3,47.3,47.3
Guinea,2002,47.4,47.3,47.3
Guinea,2001,47.4,47.3,47.3
Guinea,2000,47.4,47.3,47.3
Guinea,1999,47.4,47.3,47.3
Guinea,1998,47.4,47.3,47.3
Guinea,1997,47.4,47.3,47.3
Guinea,1996,47.3,47.3,47.3
Guinea,1995,47.3,47.3,47.3
Guinea,1994,47.3,47.3,47.3
Guinea,1993,47.2,47.3,47.3
Guinea,1992,47.2,47.3,47.3
Guinea,1991,47.2,47.3,47.3
Guinea,1990,47.3,47.3,47.3
Guinea,1989,47.3,47.3,47.3
Guinea,1988,47.3,47.3,47.3
Guinea,1987,47.2,47.3,47.3
Guinea,1986,47.2,47.3,47.3
Guinea,1985,47.2,47.3,47.3
Guinea-Bissau,2006,40.9,40.6,40.9
Guinea-Bissau,2005,40.9,40.6,40.9
Guinea-Bissau,2004,40.9,40.6,40.9
Guinea-Bissau,2003,41.0,40.6,40.9
Guinea-Bissau,2002,41.0,40.6,40.9
Guinea-Bissau,2001,41.0,40.6,40.9
Guinea-Bissau,2000,40.9,40.6,40.9
Guinea-Bissau,1999,40.8,40.6,40.9
Guinea-Bissau,1998,40.6,40.6,40.9
Guinea-Bissau,1997,41.0,40.6,40.9
Guinea-Bissau,1996,40.9,40.6,40.9
Guinea-Bissau,1995,40.7,40.6,40.9
Guinea-Bissau,1994,40.6,40.6,40.9
Guinea-Bissau,1993,40.6,40.6,40.9
Guinea-Bissau,1992,40.5,40.6,40.9
Guinea-Bissau,1991,40.3,40.6,40.9
Guinea-Bissau,1990,40.3,40.6,40.9
Guinea-Bissau,1989,40.0,40.6,40.9
Guinea-Bissau,1988,40.1,40.6,40.9
Guinea-Bissau,1987,39.9,40.6,40.9
Guinea-Bissau,1986,39.8,40.6,40.9
Guinea-Bissau,1985,39.8,40.6,40.9
Guyana,2006,33.2,34.0,35.8
Guyana,2005,33.6,34.0,35.8
Guyana,2004,34.2,34.0,35.8
Guyana,2003,34.7,34.0,35.8
Guyana,2002,35.7,34.0,35.8
Guyana,2001,36.2,34.0,35.8
Guyana,2000,36.4,34.0,35.8
Guyana,1999,36.6,34.0,35.8
Guyana,1998,36.6,34.0,35.8
Guyana,1997,36.2,34.0,35.8
Guyana,1996,35.8,34.0,35.8
Guyana,1995,35.3,34.0,35.8
Guyana,1994,34.8,34.0,35.8
Guyana,1993,34.8,34.0,35.8
Guyana,1992,33.9,34.0,35.8
Guyana,1991,33.5,34.0,35.8
Guyana,1990,32.7,34.0,35.8
Guyana,1989,32.2,34.0,35.8
Guyana,1988,31.3,34.0,35.8
Guyana,1987,30.7,34.0,35.8
Guyana,1986,29.7,34.0,35.8
Guyana,1985,29.3,34.0,35.8
Haiti,2006,41.4,41.8,40.9
Haiti,2005,41.4,41.8,40.9
Haiti,2004,41.3,41.8,40.9
Haiti,2003,41.0,41.8,40.9
Haiti,2002,41.0,41.8,40.9
Haiti,2001,41.1,41.8,40.9
Haiti,2000,41.2,41.8,40.9
Haiti,1999,41.2,41.8,40.9
Haiti,1998,41.1,41.8,40.9
Haiti,1997,41.0,41.8,40.9
Haiti,1996,40.9,41.8,40.9
Haiti,1995,40.8,41.8,40.9
Haiti,1994,41.1,41.8,40.9
Haiti,1993,41.7,41.8,40.9
Haiti,1992,42.0,41.8,40.9
Haiti,1991,42.8,41.8,40.9
Haiti,1990,42.7,41.8,40.9
Haiti,1989,42.8,41.8,40.9
Haiti,1988,43.0,41.8,40.9
Haiti,1987,43.1,41.8,40.9
Haiti,1986,43.3,41.8,40.9
Haiti,1985,43.5,41.8,40.9
Honduras,2006,39.5,31.6,31.6
Honduras,2005,38.8,31.6,31.6
Honduras,2004,38.0,31.6,31.6
Honduras,2003,34.5,31.6,31.6
Honduras,2002,34.3,31.6,31.6
Honduras,2001,34.1,31.6,31.6
Honduras,2000,34.4,31.6,31.6
Honduras,1999,34.9,31.6,31.6
Honduras,1998,32.9,31.6,31.6
Honduras,1997,31.9,31.6,31.6
Honduras,1996,31.6,31.6,31.6
Honduras,1995,28.8,31.6,31.6
Honduras,1994,28.9,31.6,31.6
Honduras,1993,28.9,31.6,31.6
Honduras,1992,29.1,31.6,31.6
Honduras,1991,27.9,31.6,31.6
Honduras,1990,27.8,31.6,31.6
Honduras,1989,27.8,31.6,31.6
Honduras,1988,27.7,31.6,31.6
Honduras,1987,27.6,31.6,31.6
Honduras,1986,27.4,31.6,31.6
Honduras,1985,27.4,31.6,31.6
Hong Kong SAR,2006,45.9,40.0,39.7
Hong Kong SAR,2005,45.4,40.0,39.7
Hong Kong SAR,2004,44.9,40.0,39.7
Hong Kong SAR,2003,44.1,40.0,39.7
Hong Kong SAR,2002,44.1,40.0,39.7
Hong Kong SAR,2001,43.2,40.0,39.7
Hong Kong SAR,2000,42.5,40.0,39.7
Hong Kong SAR,1999,41.8,40.0,39.7
Hong Kong SAR,1998,41.1,40.0,39.7
Hong Kong SAR,1997,40.3,40.0,39.7
Hong Kong SAR,1996,39.7,40.0,39.7
Hong Kong SAR,1995,39.0,40.0,39.7
Hong Kong SAR,1994,38.1,40.0,39.7
Hong Kong SAR,1993,37.2,40.0,39.7
Hong Kong SAR,1992,37.0,40.0,39.7
Hong Kong SAR,1991,37.1,40.0,39.7
Hong Kong SAR,1990,36.3,40.0,39.7
Hong Kong SAR,1989,36.1,40.0,39.7
Hong Kong SAR,1988,36.5,40.0,39.7
Hong Kong SAR,1987,36.6,40.0,39.7
Hong Kong SAR,1986,36.6,40.0,39.7
Hong Kong SAR,1985,36.3,40.0,39.7
Hungary,2006,45.3,44.4,43.4
Hungary,2005,45.1,44.4,43.4
Hungary,2004,45.1,44.4,43.4
Hungary,2003,45.1,44.4,43.4
Hungary,2002,44.7,44.4,43.4
Hungary,2001,44.5,44.4,43.4
Hungary,2000,44.5,44.4,43.4
Hungary,1999,44.3,44.4,43.4
Hungary,1998,44.2,44.4,43.4
Hungary,1997,43.3,44.4,43.4
Hungary,1996,43.4,44.4,43.4
Hungary,1995,43.4,44.4,43.4
Hungary,1994,44.8,44.4,43.4
Hungary,1993,45.2,44.4,43.4
Hungary,1992,45.4,44.4,43.4
Hungary,1991,44.8,44.4,43.4
Hungary,1990,44.5,44.4,43.4
Hungary,1989,44.3,44.4,43.4
Hungary,1988,44.1,44.4,43.4
Hungary,1987,43.9,44.4,43.4
Hungary,1986,43.7,44.4,43.4
Hungary,1985,43.6,44.4,43.4
Iceland,2006,46.6,46.3,46.4
Iceland,2005,46.6,46.3,46.4
Iceland,2004,46.6,46.3,46.4
Iceland,2003,46.7,46.3,46.4
Iceland,2002,47.3,46.3,46.4
Iceland,2001,46.7,46.3,46.4
Iceland,2000,47.3,46.3,46.4
Iceland,1999,46.9,46.3,46.4
Iceland,1998,46.8,46.3,46.4
Iceland,1997,46.8,46.3,46.4
Iceland,1996,46.4,46.3,46.4
Iceland,1995,47.1,46.3,46.4
Iceland,1994,47.3,46.3,46.4
Iceland,1993,46.3,46.3,46.4
Iceland,1992,45.6,46.3,46.4
Iceland,1991,45.8,46.3,46.4
Iceland,1990,45.8,46.3,46.4
Iceland,1989,45.7,46.3,46.4
Iceland,1988,45.3,46.3,46.4
Iceland,1987,45.2,46.3,46.4
Iceland,1986,45.1,46.3,46.4
Iceland,1985,44.7,46.3,46.4
India,2006,28.1,28.2,28.1
India,2005,28.1,28.2,28.1
India,2004,28.0,28.2,28.1
India,2003,28.4,28.2,28.1
India,2002,28.1,28.2,28.1
India,2001,27.9,28.2,28.1
India,2000,27.7,28.2,28.1
India,1999,27.8,28.2,28.1
India,1998,27.9,28.2,28.1
India,1997,28.0,28.2,28.1
India,1996,28.1,28.2,28.1
India,1995,28.2,28.2,28.1
India,1994,28.3,28.2,28.1
India,1993,28.3,28.2,28.1
India,1992,28.4,28.2,28.1
India,1991,28.4,28.2,28.1
India,1990,28.4,28.2,28.1
India,1989,28.4,28.2,28.1
India,1988,28.4,28.2,28.1
India,1987,28.3,28.2,28.1
India,1986,28.2,28.2,28.1
India,1985,28.1,28.2,28.1
Indonesia,2006,38.0,37.9,37.6
Indonesia,2005,37.9,37.9,37.6
Indonesia,2004,37.8,37.9,37.6
Indonesia,2003,37.7,37.9,37.6
Indonesia,2002,37.7,37.9,37.6
Indonesia,2001,37.7,37.9,37.6
Indonesia,2000,37.7,37.9,37.6
Indonesia,1999,37.7,37.9,37.6
Indonesia,1998,37.6,37.9,37.6
Indonesia,1997,37.4,37.9,37.6
Indonesia,1996,37.6,37.9,37.6
Indonesia,1995,37.8,37.9,37.6
Indonesia,1994,38.1,37.9,37.6
Indonesia,1993,37.7,37.9,37.6
Indonesia,1992,37.4,37.9,37.6
Indonesia,1991,37.9,37.9,37.6
Indonesia,1990,38.4,37.9,37.6
Indonesia,1989,39.0,37.9,37.6
Indonesia,1988,39.3,37.9,37.6
Indonesia,1987,38.8,37.9,37.6
Indonesia,1986,38.3,37.9,37.6
Indonesia,1985,35.3,37.9,37.6
Iran,2006,34.5,25.6,26.0
Iran,2005,33.8,25.6,26.0
Iran,2004,33.0,25.6,26.0
Iran,2003,31.6,25.6,26.0
Iran,2002,30.9,25.6,26.0
Iran,2001,30.3,25.6,26.0
Iran,2000,29.5,25.6,26.0
Iran,1999,28.7,25.6,26.0
Iran,1998,27.8,25.6,26.0
Iran,1997,26.9,25.6,26.0
Iran,1996,26.0,25.6,26.0
Iran,1995,24.8,25.6,26.0
Iran,1994,23.7,25.6,26.0
Iran,1993,22.6,25.6,26.0
Iran,1992,21.6,25.6,26.0
Iran,1991,20.5,25.6,26.0
Iran,1990,20.2,25.6,26.0
Iran,1989,20.0,25.6,26.0
Iran,1988,19.7,25.6,26.0
Iran,1987,19.5,25.6,26.0
Iran,1986,19.2,25.6,26.0
Iran,1985,19.2,25.6,26.0
Iraq,2006,20.4,18.3,18.8
Iraq,2005,20.3,18.3,18.8
Iraq,2004,20.1,18.3,18.8
Iraq,2003,20.1,18.3,18.8
Iraq,2002,19.8,18.3,18.8
Iraq,2001,19.5,18.3,18.8
Iraq,2000,19.2,18.3,18.8
Iraq,1999,19.0,18.3,18.8
Iraq,1998,19.0,18.3,18.8
Iraq,1997,18.9,18.3,18.8
Iraq,1996,18.8,18.3,18.8
Iraq,1995,18.7,18.3,18.8
Iraq,1994,18.6,18.3,18.8
Iraq,1993,18.4,18.3,18.8
Iraq,1992,17.9,18.3,18.8
Iraq,1991,17.3,18.3,18.8
Iraq,1990,16.8,18.3,18.8
Iraq,1989,16.1,18.3,18.8
Iraq,1988,16.0,18.3,18.8
Iraq,1987,16.0,18.3,18.8
Iraq,1986,15.8,18.3,18.8
Iraq,1985,16.2,18.3,18.8
Ireland,2006,43.4,37.7,38.7
Ireland,2005,42.9,37.7,38.7
Ireland,2004,42.4,37.7,38.7
Ireland,2003,41.7,37.7,38.7
Ireland,2002,41.5,37.7,38.7
Ireland,2001,40.8,37.7,38.7
Ireland,2000,40.6,37.7,38.7
Ireland,1999,40.3,37.7,38.7
Ireland,1998,39.6,37.7,38.7
Ireland,1997,39.0,37.7,38.7
Ireland,1996,38.7,37.7,38.7
